Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Media
2482128143,"Jun 26, 2019, 12:33:30 PM",Bike to Work Dayyyy (second half),Ride,"",5612,13.94,,,true,,,activities/2482128143.gpx,0.0,,5612.0,3385.0,13942.5,13.100000381469727,,123.8729476928711,,1629.0999755859375,1731.800048828125,7.400000095367432,-0.1520530730485916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/72874009-1209-4C00-A8B3-99F34AD60953.jpg
2503495648,"Jul 4, 2019, 1:00:57 PM",Fish Creek Hairpin 5K,Run,"",1859,5.00,,,false,,,activities/2503495648.json,0.0,,1859.0,1794.0,5002.39990234375,6.0,,44.13884735107422,,184.1999969482422,234.60000610351562,10.699999809265137,-0.1079481840133667,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2509685946,"Jul 6, 2019, 3:59:19 PM",Lakeside Ride,Ride,"",7126,36.83,,,false,,,activities/2509685946.json,0.0,,7126.0,6177.0,36837.0,11.399999618530273,,94.74696350097656,,177.0,201.0,7.099999904632568,-0.02606075443327427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/0FCABAB6-A0DD-4D32-9344-29C0DFB14CE7.jpg|media/384AB7F7-A3A6-4E77-BA27-2F0A88C16347.jpg
2520365137,"Jul 10, 2019, 12:34:46 PM",#commuting,Ride,,2841,17.71,,,true,,,activities/2520365137.gpx,0.0,,2841.0,2799.0,17711.400390625,16.0,,144.0815887451172,,1587.699951171875,1710.699951171875,11.300000190734863,0.01750285178422928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2520371187,"Jul 10, 2019, 1:15:30 AM",Post wall sits and froyo FTW,Run,"",2078,5.60,,,false,,,activities/2520371187.json,0.0,,2078.0,2051.0,5604.7001953125,3.4000000953674316,,9.149351119995117,,1620.199951171875,1623.4000244140625,4.599999904632568,-0.001784216845408082,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2521657462,"Jul 10, 2019, 8:33:17 PM",Biking is Harrrrrd,Ride,"",2872,16.85,,,false,,,activities/2521657462.gpx,0.0,,2872.0,2744.0,16852.0,14.899999618530273,,153.42678833007812,,1595.699951171875,1710.699951171875,9.300000190734863,-0.01246142853051424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2529989949,"Jul 13, 2019, 11:12:17 PM",Cut short because of donuts - I mean lightning ,Ride,"",6731,24.36,,,false,,,activities/2529989949.json,0.0,,6731.0,4892.0,24359.099609375,9.399999618530273,,154.50759887695312,,1558.800048828125,1635.0,15.300000190734863,-0.04310503974556923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/7018D4BA-CB36-4242-BB27-F5DE0BFABDBA.jpg
2546474946,"Jul 19, 2019, 11:55:47 PM",Almost ruined the surprise birthday party because my dog was a butt,Ride,,1845,9.90,,,false,,,activities/2546474946.gpx,0.0,,1845.0,1614.0,9908.2001953125,9.899999618530273,,80.27616119384766,,1586.0999755859375,1635.0,10.300000190734863,0.09991724044084549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2552114170,"Jul 21, 2019, 1:26:07 PM",First trip to the park this year! Bear lake to Odessa,Hike,"",19119,15.28,,,false,,,activities/2552114170.json,0.0,,19119.0,14371.0,15281.5,2.5999999046325684,,629.1966552734375,,2872.0,3259.699951171875,33.099998474121094,-0.05824035778641701,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/CD88ECDF-9150-4181-B60C-363CC82E8B19.jpg|media/9D36D899-9811-4C8D-8167-2A91475A0B0E.jpg|media/074C15B9-5DE7-409D-AA50-09213D84F637.jpg
2557853158,"Jul 23, 2019, 10:33:09 PM",Afternoon Hike - Polly was the slowest one,Hike,"",2799,3.77,,,false,,,activities/2557853158.json,0.0,,2799.0,2439.0,3771.5,5.199999809265137,,110.6500015258789,,2316.699951171875,2356.800048828125,30.600000381469727,0.01856025494635105,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
